date,at_code,Maximum Relative Humidity,Minimum Relative Humidity,Maximum Temperature,Minimum Temperature,daily_diff_temp,daily_diff_hum,maximum_temperature_change,minimum_temperature_change,maximum_relative_humidity_change,minimum_relative_humidity_change
2012-06-02,AT02,100.0,25.0,31.9,8.3,23.599999999999998,75.0,0.0,-0.9000000000000004,0.0,24.0
2012-06-02,AT03,98.0,16.0,35.2,11.1,24.1,82.0,2.599999999999998,-0.5999999999999996,0.0,-11.0
2012-06-02,AT04,99.0,17.0,34.4,13.8,20.599999999999998,82.0,1.4000000000000021,0.2999999999999998,0.0,2.0
2012-06-02,AT05,93.0,12.0,37.1,12.6,24.5,81.0,-3.1000000000000014,-1.2999999999999998,0.0,4.0
2012-06-02,AT06,100.0,16.0,34.3,10.8,23.499999999999996,84.0,3.6000000000000014,0.39999999999999947,0.0,-16.0
2012-06-02,AT07,99.0,21.0,35.1,6.2,28.900000000000002,78.0,1.2999999999999972,0.40000000000000036,0.0,-9.0
2012-06-02,AT08,90.0,17.0,31.6,10.8,20.8,73.0,-1.6999999999999993,1.4999999999999991,0.0,10.0
2012-06-03,AT01,100.0,30.0,27.7,6.0,21.7,70.0,2.5,-2.299999999999999,0.0,-2.0
2012-06-03,AT02,100.0,40.0,26.6,3.8,22.8,60.0,-4.0,-3.1000000000000005,-7.0,-12.0
2012-06-03,AT03,100.0,34.0,29.1,10.1,19.0,66.0,-0.5999999999999979,-1.0,6.0,11.0
2012-06-03,AT04,100.0,34.0,29.5,11.8,17.7,66.0,2.0,2.7,1.0,9.0
2012-06-03,AT05,100.0,34.0,28.0,13.5,14.5,66.0,-0.9000000000000021,0.5,0.0,-10.0
2012-06-03,AT06,100.0,39.0,26.5,8.1,18.4,61.0,-2.099999999999998,0.20000000000000018,-5.0,1.0
2012-06-03,AT07,100.0,46.0,25.0,2.5,22.5,54.0,1.1999999999999993,-0.5,5.0,-3.0
2012-06-03,AT08,100.0,35.0,27.9,13.9,13.999999999999998,65.0,3.3999999999999986,0.5999999999999996,-12.0,2.0
2012-06-04,AT01,100.0,40.0,25.7,6.9,18.799999999999997,60.0,1.3000000000000007,2.7,-1.0,-9.0
2012-06-04,AT02,100.0,26.0,25.2,2.2,23.0,74.0,2.799999999999997,-1.0,5.0,-2.0
2012-06-04,AT03,100.0,15.0,29.9,7.3,22.599999999999998,85.0,0.0,2.5,-5.0,7.0
2012-06-04,AT04,98.0,14.0,31.2,9.6,21.6,84.0,1.7000000000000028,-0.5,3.0,-14.0
2012-06-04,AT05,97.0,14.0,30.2,11.1,19.1,83.0,-2.1000000000000014,1.8000000000000007,10.0,15.0
2012-06-04,AT06,100.0,26.0,27.5,7.9,19.6,74.0,-4.699999999999999,-0.10000000000000142,0.0,10.0
2012-06-04,AT07,100.0,15.0,27.0,0.9,26.1,85.0,-1.0999999999999979,-2.299999999999999,0.0,-9.0
2012-06-04,AT08,100.0,26.0,27.1,10.8,16.3,74.0,1.0,-0.5999999999999996,0.0,9.0
2012-06-05,AT01,100.0,41.0,28.6,7.2,21.400000000000002,59.0,0.0,0.5999999999999996,0.0,3.0
2012-06-05,AT02,100.0,13.0,28.5,3.3,25.2,87.0,-1.2000000000000028,-2.1000000000000005,0.0,-5.0
2012-06-05,AT03,100.0,17.0,31.6,6.8,24.8,83.0,1.0,-2.8,-9.0,-17.0
2012-06-05,AT04,100.0,14.0,31.9,10.5,21.4,86.0,-3.1999999999999993,-0.20000000000000018,9.0,9.0
2012-06-05,AT05,100.0,14.0,33.0,8.8,24.2,86.0,-1.8000000000000007,0.7000000000000002,0.0,19.0
2012-06-05,AT06,100.0,13.0,29.2,8.7,20.5,87.0,2.1000000000000014,1.9000000000000004,0.0,2.0
2012-06-05,AT07,100.0,10.0,28.8,3.1,25.7,90.0,-0.10000000000000142,-0.3000000000000007,0.0,-3.0
2012-06-05,AT08,100.0,15.0,27.4,11.4,15.999999999999998,85.0,-0.3999999999999986,0.7000000000000002,0.0,2.0
2012-06-06,AT01,100.0,42.0,29.5,11.6,17.9,58.0,0.6999999999999993,1.3999999999999995,0.0,0.0
2012-06-06,AT02,100.0,34.0,30.1,7.5,22.6,66.0,0.6999999999999993,-1.8999999999999995,-4.0,-21.0
2012-06-06,AT03,99.0,24.0,35.0,12.1,22.9,75.0,-0.1999999999999993,-0.20000000000000018,2.0,15.0
2012-06-06,AT04,99.0,24.0,34.8,14.8,19.999999999999996,75.0,0.1999999999999993,5.700000000000001,2.0,4.0
2012-06-06,AT05,99.0,19.0,33.5,13.9,19.6,80.0,0.9000000000000021,-5.200000000000001,0.0,-15.0
2012-06-06,AT06,100.0,21.0,32.6,10.5,22.1,79.0,2.5,2.0999999999999996,0.0,6.0
2012-06-06,AT07,98.0,21.0,31.6,6.6,25.0,77.0,-0.8000000000000007,2.9000000000000004,0.0,12.0
2012-06-06,AT08,100.0,24.0,30.8,12.9,17.9,76.0,0.8999999999999986,-0.5,0.0,-15.0
2012-06-07,AT01,100.0,34.0,32.0,12.0,20.0,66.0,2.0,-1.1999999999999993,-3.0,-3.0
2012-06-07,AT02,100.0,28.0,33.8,8.9,24.9,72.0,1.3000000000000043,1.299999999999999,3.0,2.0
2012-06-07,AT03,100.0,22.0,32.9,12.0,20.9,78.0,-0.6000000000000014,2.6000000000000014,-1.0,-6.0
2012-06-07,AT04,96.0,16.0,31.9,15.9,15.999999999999998,80.0,-2.200000000000003,-5.700000000000001,1.0,-1.0
2012-06-07,AT05,97.0,19.0,35.1,14.4,20.700000000000003,78.0,0.9000000000000021,-0.39999999999999947,-6.0,-7.0
2012-06-07,AT06,100.0,19.0,32.6,12.1,20.5,81.0,-0.8000000000000007,4.3999999999999995,5.0,28.0
2012-06-07,AT07,100.0,22.0,32.2,5.9,26.300000000000004,78.0,3.200000000000003,1.700000000000001,1.0,-16.0
2012-06-07,AT08,100.0,27.0,30.4,13.7,16.7,73.0,0.09999999999999432,-0.10000000000000142,0.0,-5.0
2012-06-08,AT01,100.0,29.0,28.6,8.1,20.5,71.0,-2.599999999999998,-0.1999999999999993,-2.0,7.0
2012-06-08,AT02,100.0,32.0,28.3,3.2,25.1,68.0,0.5,-3.9000000000000004,-4.0,-2.0
2012-06-08,AT03,100.0,22.0,30.7,8.7,22.0,78.0,3.1999999999999993,1.4000000000000004,6.0,-8.0
2012-06-08,AT04,100.0,22.0,30.6,7.4,23.200000000000003,78.0,0.30000000000000426,1.0,-3.0,1.0
2012-06-08,AT05,95.0,18.0,28.6,12.6,16.0,77.0,-2.0,0.6999999999999993,3.0,5.0
2012-06-08,AT06,100.0,20.0,31.3,9.2,22.1,80.0,3.0,-0.1999999999999993,-9.0,-9.0
2012-06-08,AT07,100.0,23.0,28.3,1.6,26.7,77.0,-3.0,-1.6999999999999993,3.0,10.0
2012-06-08,AT08,100.0,22.0,29.6,13.2,16.400000000000002,78.0,-1.6000000000000014,-2.700000000000001,-4.0,0.0
2012-06-09,AT01,100.0,27.0,27.3,5.9,21.4,73.0,2.6000000000000014,1.4000000000000004,4.0,-4.0
2012-06-09,AT02,100.0,10.0,26.3,2.6,23.7,90.0,2.299999999999997,3.4000000000000004,3.0,-7.0
2012-06-09,AT03,100.0,24.0,27.7,6.8,20.9,76.0,-5.399999999999999,2.0999999999999996,2.0,33.0
2012-06-09,AT04,100.0,19.0,29.5,5.8,23.7,81.0,0.5,-3.0,1.0,-21.0
2012-06-09,AT05,89.0,18.0,28.7,7.2,21.5,71.0,5.199999999999996,-1.0999999999999996,0.0,-12.0
2012-06-09,AT06,100.0,21.0,27.7,6.7,21.0,79.0,-0.8999999999999986,4.0,0.0,9.0
2012-06-09,AT07,100.0,26.0,25.9,0.6,25.299999999999997,74.0,-0.10000000000000142,0.0,-5.0,-6.0
2012-06-09,AT08,100.0,25.0,27.2,9.8,17.4,75.0,-3.4999999999999964,-5.4,0.0,0.0
2012-06-10,AT01,100.0,31.0,29.3,9.3,20.0,69.0,-0.6000000000000014,3.0999999999999996,0.0,17.0
2012-06-10,AT02,100.0,34.0,28.1,3.3,24.8,66.0,1.3000000000000007,0.3000000000000007,3.0,-7.0
2012-06-10,AT03,100.0,24.0,31.9,9.5,22.4,76.0,1.1000000000000014,3.299999999999999,-3.0,-3.0
2012-06-10,AT04,100.0,22.0,33.8,10.3,23.499999999999996,78.0,-3.3000000000000007,-3.6999999999999993,5.0,9.0
2012-06-10,AT05,99.0,25.0,32.1,14.2,17.900000000000002,74.0,2.6999999999999993,-2.5999999999999996,-3.0,-10.0
2012-06-10,AT06,100.0,25.0,30.6,9.9,20.700000000000003,75.0,-3.6000000000000014,-1.8000000000000007,-5.0,0.0
2012-06-10,AT07,100.0,35.0,28.2,2.7,25.5,65.0,3.5,1.0999999999999996,5.0,-3.0
2012-06-10,AT08,100.0,31.0,29.8,13.9,15.9,69.0,-0.3999999999999986,3.9000000000000004,2.0,11.0
2012-06-11,AT01,100.0,46.0,25.1,7.2,17.900000000000002,54.0,2.1000000000000014,-0.1999999999999993,1.0,-6.0
2012-06-11,AT02,100.0,34.0,25.3,1.9,23.400000000000002,66.0,-4.600000000000001,-3.9000000000000004,-6.0,-6.0
2012-06-11,AT03,100.0,31.0,27.2,10.0,17.2,69.0,0.8999999999999986,0.9000000000000004,2.0,-4.0
2012-06-11,AT04,100.0,23.0,28.5,8.0,20.5,77.0,0.9000000000000021,-1.8000000000000007,-3.0,4.0
2012-06-11,AT05,84.0,14.0,29.6,12.7,16.900000000000002,70.0,0.9000000000000021,4.6,1.0,7.0
2012-06-11,AT06,100.0,24.0,25.4,7.9,17.5,76.0,-3.5000000000000036,-3.1999999999999993,6.0,2.0
2012-06-11,AT07,100.0,20.0,27.3,-1.6,28.900000000000002,80.0,0.5,-1.5999999999999996,-2.0,-16.0
2012-06-11,AT08,99.0,38.0,25.6,11.7,13.900000000000002,61.0,0.40000000000000213,-0.20000000000000018,-1.0,14.0
2012-06-12,AT01,100.0,19.0,28.7,2.4,26.3,81.0,2.799999999999997,3.6000000000000005,3.0,1.0
2012-06-12,AT02,100.0,31.0,25.9,0.3,25.599999999999998,69.0,-0.5,2.1999999999999993,-9.0,-1.0
2012-06-12,AT03,86.0,18.0,28.9,7.8,21.099999999999998,68.0,-2.599999999999998,-1.9000000000000004,6.0,4.0
2012-06-12,AT04,82.0,18.0,28.5,7.1,21.4,64.0,1.5,-0.1999999999999993,-2.0,-1.0
2012-06-12,AT05,83.0,20.0,27.2,7.3,19.9,63.0,-0.40000000000000213,3.0999999999999996,5.0,10.0
2012-06-12,AT06,100.0,21.0,27.1,5.7,21.400000000000002,79.0,3.200000000000003,-0.3000000000000007,0.0,-21.0
2012-06-12,AT07,100.0,25.0,25.5,-1.8,27.3,75.0,-1.3999999999999986,-1.5999999999999996,0.0,6.0
2012-06-12,AT08,97.0,17.0,28.8,8.3,20.5,80.0,-2.900000000000002,2.4000000000000004,0.0,22.0
2012-06-13,AT01,100.0,28.0,24.7,5.0,19.7,72.0,1.5,-1.4000000000000004,0.0,-22.0
2012-06-13,AT02,100.0,29.0,24.1,-0.6,24.700000000000003,71.0,2.4999999999999964,-0.5,-3.0,3.0
2012-06-13,AT03,97.0,22.0,27.4,7.2,20.2,75.0,3.3000000000000043,-0.40000000000000036,1.0,-6.0
2012-06-13,AT04,89.0,20.0,28.9,7.8,21.099999999999998,69.0,-5.100000000000001,0.7000000000000011,1.0,13.0
2012-06-13,AT05,91.0,18.0,28.1,6.0,22.1,73.0,2.8999999999999986,3.4999999999999982,1.0,-9.0
2012-06-13,AT06,100.0,19.0,27.0,5.7,21.3,81.0,-3.799999999999997,-3.299999999999999,0.0,10.0
2012-06-13,AT07,100.0,21.0,25.5,-1.5,27.0,79.0,1.0999999999999979,-2.5,-1.0,-21.0
2012-06-13,AT08,98.0,24.0,26.5,6.4,20.1,74.0,-0.3999999999999986,-4.3,-8.0,-1.0
2012-06-14,AT01,100.0,25.0,28.4,6.7,21.7,75.0,-0.10000000000000142,-0.20000000000000018,2.0,4.0
2012-06-14,AT02,100.0,28.0,29.6,2.1,27.5,72.0,-0.5,5.0,5.0,23.0
2012-06-14,AT03,100.0,31.0,27.1,10.8,16.3,69.0,2.0000000000000036,1.0999999999999996,2.0,-9.0
2012-06-14,AT04,98.0,29.0,28.1,11.7,16.400000000000002,69.0,1.0999999999999943,1.700000000000001,-3.0,0.0
2012-06-14,AT05,96.0,19.0,31.1,10.8,20.3,77.0,1.4000000000000057,-0.8000000000000007,1.0,-6.0
2012-06-14,AT06,100.0,22.0,28.8,7.1,21.700000000000003,78.0,0.0,-0.1999999999999993,-1.0,2.0
2012-06-14,AT07,98.0,24.0,29.2,0.6,28.599999999999998,74.0,-1.8000000000000043,0.29999999999999893,-1.0,0.0
2012-06-14,AT08,100.0,29.0,26.7,10.8,15.899999999999999,71.0,0.10000000000000142,2.900000000000002,-5.0,-2.0
2012-06-15,AT01,99.0,22.0,32.0,8.7,23.3,77.0,-0.5,0.29999999999999716,6.0,2.0
2012-06-15,AT02,100.0,25.0,32.0,7.1,24.9,75.0,3.5,-0.5999999999999979,0.0,-9.0
2012-06-15,AT03,100.0,10.0,30.8,10.6,20.200000000000003,90.0,1.5,-0.7000000000000011,0.0,-7.0
2012-06-15,AT04,99.0,15.0,30.5,13.3,17.2,84.0,-0.5,-0.9000000000000004,-11.0,1.0
2012-06-15,AT05,92.0,14.0,34.6,11.1,23.5,78.0,-2.700000000000003,0.5,4.0,2.0
2012-06-15,AT06,100.0,14.0,32.6,7.8,24.8,86.0,1.4000000000000057,-1.299999999999999,2.0,2.0
2012-06-15,AT07,98.0,18.0,32.8,4.4,28.4,80.0,-3.1000000000000014,0.9000000000000004,4.0,23.0
2012-06-15,AT08,100.0,18.0,29.8,9.9,19.9,82.0,0.19999999999999574,2.3999999999999986,2.0,0.0
2012-06-16,AT01,95.0,19.0,31.7,10.9,20.799999999999997,76.0,0.4000000000000057,-3.8999999999999986,1.0,-23.0
2012-06-16,AT02,100.0,17.0,33.6,7.5,26.1,83.0,-3.0000000000000036,-3.9000000000000004,-7.0,-6.0
2012-06-16,AT03,100.0,20.0,31.9,11.9,20.0,80.0,-0.6999999999999993,0.0,3.0,31.0
2012-06-16,AT04,99.0,15.0,32.5,13.2,19.3,84.0,1.1000000000000014,4.6,2.0,-12.0
2012-06-16,AT05,85.0,13.0,35.9,12.6,23.299999999999997,72.0,1.8999999999999986,-0.6999999999999993,1.0,-6.0
2012-06-16,AT06,97.0,11.0,33.8,7.9,25.9,86.0,-2.3999999999999986,3.3000000000000007,2.0,17.0
2012-06-16,AT07,99.0,10.0,34.6,5.1,29.5,89.0,0.5,-0.20000000000000284,0.0,-7.0
2012-06-16,AT08,100.0,19.0,30.3,9.5,20.8,81.0,0.5999999999999979,-4.099999999999998,-2.0,-7.0
2012-06-17,AT01,98.0,9.0,29.2,10.5,18.7,89.0,-3.0,-2.5,1.0,6.0
2012-06-17,AT02,100.0,36.0,31.1,8.2,22.900000000000002,64.0,3.6999999999999993,-0.5,-6.0,-10.0
2012-06-17,AT03,100.0,16.0,29.2,11.5,17.7,84.0,-1.5,3.0,6.0,0.0
2012-06-17,AT04,99.0,22.0,30.2,11.9,18.299999999999997,77.0,1.1000000000000014,-4.500000000000001,1.0,-1.0
2012-06-17,AT05,91.0,18.0,33.1,13.7,19.400000000000002,73.0,3.0,2.1000000000000005,0.0,-9.0
2012-06-17,AT06,98.0,17.0,31.8,10.3,21.5,81.0,1.3999999999999986,-0.09999999999999964,-1.0,2.0
2012-06-17,AT07,98.0,22.0,32.3,6.7,25.599999999999998,76.0,-1.3999999999999986,3.1999999999999993,1.0,0.0
2012-06-17,AT08,92.0,23.0,30.3,10.9,19.4,69.0,-2.700000000000003,1.5,0.0,7.0
2012-06-18,AT01,98.0,20.0,29.7,11.6,18.1,78.0,2.3000000000000043,-1.5999999999999996,0.0,-4.0
2012-06-18,AT02,100.0,29.0,32.4,9.3,23.099999999999998,71.0,-0.7000000000000028,-2.8000000000000007,0.0,2.0
2012-06-18,AT03,100.0,25.0,31.8,13.2,18.6,75.0,0.7000000000000028,1.9000000000000004,-1.0,6.0
2012-06-18,AT04,95.0,26.0,33.2,14.1,19.1,69.0,-1.8999999999999986,0.8000000000000007,1.0,5.0
2012-06-18,AT05,95.0,21.0,34.1,14.7,19.400000000000002,74.0,0.09999999999999432,-1.4000000000000004,-7.0,-2.0
2012-06-18,AT06,99.0,24.0,32.2,11.6,20.6,75.0,-0.29999999999999716,0.0,7.0,4.0
2012-06-18,AT07,99.0,24.0,32.4,5.8,26.599999999999998,75.0,-2.3999999999999986,-1.0999999999999996,0.0,11.0
2012-06-18,AT08,99.0,26.0,31.1,12.6,18.5,73.0,-2.400000000000002,-2.700000000000001,0.0,-17.0
2012-06-19,AT01,95.0,24.0,31.5,12.6,18.9,71.0,1.1000000000000014,-1.2999999999999998,-12.0,-5.0
2012-06-19,AT02,98.0,26.0,33.4,7.5,25.9,72.0,-0.10000000000000142,-1.7000000000000002,6.0,3.0
2012-06-19,AT03,100.0,34.0,29.6,13.1,16.5,66.0,2.400000000000002,3.5,3.0,6.0
2012-06-19,AT04,100.0,32.0,28.5,11.2,17.3,68.0,-0.8000000000000007,0.3000000000000007,3.0,1.0
2012-06-19,AT05,100.0,33.0,27.1,15.1,12.000000000000002,67.0,-1.6999999999999993,0.29999999999999893,0.0,10.0
2012-06-19,AT06,100.0,32.0,29.3,11.9,17.4,68.0,-2.400000000000002,2.4000000000000004,0.0,1.0
2012-06-19,AT07,100.0,44.0,25.8,4.6,21.200000000000003,56.0,3.1999999999999993,-3.3,0.0,-12.0
2012-06-19,AT08,95.0,24.0,31.3,14.4,16.9,71.0,1.6000000000000014,0.2999999999999998,0.0,-3.0
2012-06-20,AT01,97.0,18.0,33.8,11.3,22.499999999999996,79.0,0.10000000000000142,2.0,0.0,-6.0
2012-06-20,AT02,99.0,23.0,33.3,7.5,25.799999999999997,76.0,-1.4000000000000021,-0.29999999999999893,-10.0,-3.0
2012-06-20,AT03,100.0,17.0,34.1,11.5,22.6,83.0,-1.1999999999999993,-2.3000000000000007,6.0,1.0
2012-06-20,AT04,100.0,21.0,34.4,10.6,23.799999999999997,79.0,-0.6999999999999993,-0.7000000000000002,3.0,3.0
2012-06-20,AT05,100.0,15.0,32.6,13.1,19.5,85.0,-0.3000000000000007,1.2999999999999998,1.0,2.0
2012-06-20,AT06,100.0,16.0,34.4,10.9,23.5,84.0,1.8000000000000007,-2.3999999999999995,0.0,-5.0
2012-06-20,AT07,100.0,26.0,31.9,5.0,26.9,74.0,2.6999999999999993,0.2999999999999998,0.0,-3.0
2012-06-20,AT08,96.0,18.0,33.3,13.3,19.999999999999996,78.0,-0.6999999999999993,2.6999999999999993,-9.0,-2.0
2012-06-21,AT01,97.0,11.0,37.8,12.9,24.9,86.0,0.3000000000000007,-0.9999999999999991,2.0,1.0
2012-06-21,AT02,99.0,12.0,37.9,8.8,29.099999999999998,87.0,-1.8000000000000007,0.09999999999999964,6.0,3.0
2012-06-21,AT03,95.0,14.0,35.6,12.5,23.1,81.0,-2.1000000000000014,-1.2000000000000002,-2.0,6.0
2012-06-21,AT04,97.0,14.0,36.7,13.6,23.1,83.0,-1.8999999999999986,-1.5999999999999996,-3.0,-2.0
2012-06-21,AT05,96.0,17.0,34.3,14.1,20.199999999999996,79.0,2.8000000000000007,0.0,-1.0,4.0
2012-06-21,AT06,100.0,13.0,35.4,10.4,25.0,87.0,2.0,1.4000000000000004,4.0,-5.0
2012-06-21,AT07,100.0,18.0,33.2,5.1,28.1,82.0,1.0,2.1999999999999993,-8.0,-3.0
2012-06-21,AT08,92.0,14.0,36.1,14.4,21.700000000000003,78.0,1.2999999999999972,0.3000000000000007,-1.0,-5.0
2012-06-22,AT01,97.0,34.0,31.2,11.7,19.5,63.0,-1.8999999999999986,-0.5,8.0,4.0
2012-06-22,AT02,98.0,23.0,31.2,6.8,24.4,75.0,-3.8000000000000007,2.6999999999999993,4.0,17.0
2012-06-22,AT03,94.0,25.0,31.2,10.5,20.7,69.0,-2.6999999999999993,-0.40000000000000036,-8.0,13.0
2012-06-22,AT04,83.0,24.0,32.1,8.7,23.400000000000002,59.0,1.6999999999999993,-4.699999999999999,2.0,-12.0
2012-06-22,AT05,91.0,23.0,32.1,11.6,20.5,68.0,-0.5999999999999979,0.40000000000000036,6.0,-3.0
2012-06-22,AT06,97.0,21.0,31.4,10.2,21.2,76.0,0.09999999999999787,-1.9000000000000004,-6.0,-5.0
2012-06-22,AT07,98.0,28.0,30.3,5.8,24.5,70.0,-0.3999999999999986,0.5999999999999996,5.0,-2.0
2012-06-22,AT08,93.0,27.0,30.3,13.1,17.200000000000003,66.0,-2.900000000000002,-4.699999999999999,-1.0,-3.0
2012-06-23,AT01,96.0,29.0,31.5,10.7,20.8,67.0,-2.299999999999997,-1.2000000000000002,-2.0,7.0
2012-06-23,AT02,98.0,27.0,31.3,6.9,24.4,71.0,3.099999999999998,7.5,3.0,10.0
2012-06-23,AT03,88.0,23.0,29.7,11.7,18.0,65.0,-0.8999999999999986,-0.7000000000000002,1.0,8.0
2012-06-23,AT04,87.0,23.0,30.2,11.9,18.299999999999997,64.0,-0.3000000000000007,1.5999999999999996,0.0,7.0
2012-06-23,AT05,94.0,22.0,32.9,12.2,20.7,72.0,-0.3000000000000007,-6.8999999999999995,0.0,-25.0
2012-06-23,AT06,99.0,21.0,32.0,10.8,21.2,78.0,0.3000000000000007,-0.19999999999999996,-1.0,-2.0
2012-06-23,AT07,99.0,31.0,31.1,6.0,25.1,68.0,-1.0,9.1,1.0,33.0
2012-06-23,AT08,86.0,28.0,29.7,11.4,18.299999999999997,58.0,-0.3999999999999986,0.0,0.0,5.0
2012-06-24,AT01,96.0,25.0,31.5,12.4,19.1,71.0,1.8999999999999986,-2.0,0.0,0.0
2012-06-24,AT02,100.0,25.0,32.9,9.3,23.599999999999998,75.0,1.5,0.5,0.0,-15.0
2012-06-24,AT03,92.0,23.0,35.5,12.1,23.4,69.0,-0.6999999999999993,-0.1999999999999993,0.0,3.0
2012-06-24,AT04,95.0,21.0,36.5,14.7,21.8,74.0,0.6999999999999993,2.5,0.0,-6.0
2012-06-24,AT05,96.0,16.0,36.6,13.9,22.700000000000003,80.0,-1.3000000000000007,1.1999999999999993,0.0,11.0
2012-06-24,AT06,99.0,17.0,34.6,11.3,23.3,82.0,-0.3999999999999986,-5.6,0.0,-3.0
2012-06-24,AT07,98.0,21.0,34.5,7.7,26.8,77.0,-3.1999999999999993,-0.5,0.0,7.0
2012-06-24,AT08,95.0,23.0,32.8,12.2,20.599999999999998,72.0,1.0,0.0,0.0,-14.0
2012-06-25,AT01,95.0,26.0,34.3,12.8,21.499999999999996,69.0,-1.9000000000000021,0.20000000000000018,0.0,3.0
2012-06-25,AT02,98.0,21.0,34.0,10.3,23.7,77.0,3.400000000000002,-1.2000000000000002,0.0,-8.0
2012-06-25,AT03,100.0,12.0,37.9,12.8,25.099999999999998,88.0,-0.10000000000000142,0.0,0.0,-1.0
2012-06-25,AT04,96.0,11.0,39.0,15.0,24.0,85.0,0.3999999999999986,-1.2999999999999998,0.0,-14.0
2012-06-25,AT05,95.0,12.0,38.5,13.4,25.1,83.0,0.20000000000000284,1.7999999999999998,0.0,17.0
2012-06-25,AT06,99.0,12.0,35.0,11.8,23.2,87.0,1.1999999999999993,0.2999999999999998,0.0,-3.0
2012-06-25,AT07,97.0,19.0,35.4,8.6,26.799999999999997,78.0,-1.4000000000000021,1.6000000000000005,0.0,9.0
2012-06-25,AT08,92.0,12.0,35.0,14.1,20.9,80.0,0.5,2.5999999999999996,0.0,3.0
2012-06-26,AT01,96.0,24.0,34.9,13.1,21.799999999999997,72.0,-1.0999999999999979,-1.5999999999999996,-4.0,2.0
2012-06-26,AT02,98.0,26.0,34.9,9.1,25.799999999999997,72.0,-4.600000000000001,-1.7000000000000002,4.0,13.0
2012-06-26,AT03,100.0,20.0,35.2,13.7,21.500000000000004,80.0,5.199999999999999,-0.6000000000000005,0.0,-25.0
2012-06-26,AT04,98.0,20.0,35.8,16.1,19.699999999999996,78.0,-2.8999999999999986,-1.5,0.0,10.0
2012-06-26,AT05,92.0,14.0,37.6,14.5,23.1,78.0,0.3000000000000007,-1.4999999999999996,0.0,5.0
2012-06-26,AT06,99.0,17.0,36.0,13.1,22.9,82.0,-1.5,0.10000000000000009,0.0,-6.0
2012-06-26,AT07,96.0,16.0,37.1,8.3,28.8,80.0,2.599999999999998,5.8,0.0,11.0
2012-06-26,AT08,91.0,21.0,33.1,13.7,19.400000000000002,70.0,1.0,-0.5,0.0,-6.0
2012-06-27,AT01,90.0,21.0,35.9,13.9,22.0,69.0,-3.8999999999999986,-1.0,0.0,-3.0
2012-06-27,AT02,99.0,14.0,34.4,10.5,23.9,85.0,4.100000000000001,-4.0,0.0,-10.0
2012-06-27,AT03,100.0,19.0,35.3,13.9,21.4,81.0,-2.3000000000000007,-2.0,0.0,-2.0
2012-06-27,AT04,98.0,17.0,34.8,15.6,19.199999999999996,81.0,-0.6000000000000014,-1.1,0.0,7.0
2012-06-27,AT05,94.0,14.0,37.8,15.7,22.099999999999998,80.0,0.5,0.2,0.0,-3.0
2012-06-27,AT06,100.0,16.0,36.3,13.6,22.699999999999996,84.0,0.40000000000000213,-0.5,0.0,-3.0
2012-06-27,AT07,98.0,18.0,37.6,8.0,29.6,80.0,-2.400000000000002,0.8,0.0,10.0
2012-06-27,AT08,92.0,22.0,33.8,13.6,20.199999999999996,70.0,4.400000000000002,0.9,0.0,-12.0
2012-06-28,AT01,98.0,21.0,36.2,16.2,20.000000000000004,77.0,-2.8000000000000007,-1.5,0.0,-1.0
2012-06-28,AT02,100.0,21.0,36.1,12.8,23.3,79.0,-1.3000000000000007,0.0,0.0,9.0
2012-06-28,AT03,100.0,13.0,37.5,15.2,22.3,87.0,0.6000000000000014,2.7,0.0,-5.0
2012-06-28,AT04,99.0,13.0,38.4,18.0,20.4,86.0,-0.40000000000000213,0.3999999999999999,0.0,-1.0
2012-06-28,AT05,93.0,8.0,39.7,17.8,21.900000000000002,85.0,-0.09999999999999787,0.20000000000000018,-4.0,-3.0
2012-06-28,AT06,92.0,6.0,38.3,16.6,21.699999999999996,86.0,2.599999999999998,0.0,0.0,2.0
2012-06-28,AT07,97.0,9.0,37.7,12.2,25.500000000000004,88.0,-0.6999999999999993,0.3999999999999999,1.0,-5.0
2012-06-28,AT08,97.0,10.0,36.1,17.5,18.6,87.0,-0.3999999999999986,-1.4,0.0,-2.0
2012-06-29,AT01,98.0,21.0,34.7,14.5,20.200000000000003,77.0,-0.7000000000000028,-1.6,3.0,4.0
2012-06-29,AT02,100.0,14.0,35.3,11.0,24.299999999999997,86.0,-1.2999999999999972,-0.2,0.0,12.0
2012-06-29,AT03,100.0,13.0,39.1,15.9,23.200000000000003,87.0,0.0,-0.8999999999999999,0.0,-4.0
2012-06-29,AT04,98.0,12.0,40.0,18.6,21.4,86.0,-1.4000000000000021,-0.7999999999999999,0.0,3.0
2012-06-29,AT05,93.0,10.0,37.9,16.7,21.2,83.0,1.4000000000000021,3.2,0.0,-11.0
2012-06-29,AT06,95.0,10.0,38.0,13.1,24.9,85.0,0.6999999999999993,0.9999999999999998,0.0,0.0
2012-06-29,AT07,95.0,11.0,37.4,9.3,28.099999999999998,84.0,2.1999999999999993,0.9000000000000004,0.0,-1.0
2012-06-29,AT08,99.0,12.0,36.0,15.4,20.6,87.0,-3.1000000000000014,-1.8000000000000003,-4.0,-4.0
2012-06-30,AT01,99.0,18.0,33.3,13.9,19.4,81.0,2.6000000000000014,-0.5999999999999999,4.0,-15.0
2012-06-30,AT02,100.0,24.0,34.7,9.9,24.800000000000004,76.0,-4.699999999999999,-1.6,-10.0,14.0
